id,name,code,account_type,chart_template_id/id,reconcile
pcg_4412,Subventions d’exploitation à recevoir,4412,data_account_type_receivable,l10n_dz_pcg_chart_template,True
pcg_4413,Subventions d’équilibre à recevoir,4413,data_account_type_receivable,l10n_dz_pcg_chart_template,True
pcg_4414,Subventions certification ISO à recevoir,4414,data_account_type_receivable,l10n_dz_pcg_chart_template,True
pcg_4418,Autres subventions et aides publiques à recevoir,4418,data_account_type_receivable,l10n_dz_pcg_chart_template,True
pcg_4419,Avances sur subventions,4419,data_account_type_receivable,l10n_dz_pcg_chart_template,True
pcg_4421,IRG retenu sur salaires (barème),4421,data_account_type_current_assets,l10n_dz_pcg_chart_template,True
pcg_4422,IRG – Libératoire sur rappels de salaires et participation,4422,data_account_type_current_assets,l10n_dz_pcg_chart_template,True
pcg_4423,IRG – Libératoire sur bénéfices distribués,4423,data_account_type_current_assets,l10n_dz_pcg_chart_template,True
pcg_4424,IRG – Libératoire sur revenus mobiliers,4424,data_account_type_current_assets,l10n_dz_pcg_chart_template,True
pcg_4425,IRG – Libératoire sur Jetons de présence et tantièmes,4425,data_account_type_current_assets,l10n_dz_pcg_chart_template,True
pcg_4426,IRG – Libératoire retenu à la source aux consultants,4426,data_account_type_current_assets,l10n_dz_pcg_chart_template,True
pcg_4428,Autres impôts retenus à la source,4428,data_account_type_current_assets,l10n_dz_pcg_chart_template,True
pcg_4431,Créances sur l'Etat – Indemnisations,4431,data_account_type_receivable,l10n_dz_pcg_chart_template,True
pcg_4432,Avance pour compte ANEM – Emplois aidés (Quote part de l'Etat),4432,data_account_type_current_assets,l10n_dz_pcg_chart_template,True
pcg_4438,Créances ou dettes résultant du changement de la réglementation fiscale,4438,data_account_type_current_assets,l10n_dz_pcg_chart_template,True
pcg_4441,Acomptes provisionnels sur I.B.S,4441,data_account_type_current_liabilities,l10n_dz_pcg_chart_template,True
pcg_4449,Impôts sur les bénéfices – I.B.S à payer,4449,data_account_type_current_liabilities,l10n_dz_pcg_chart_template,True
pcg_44551,TVA à décaisser (à payer sur G.50),44551,data_account_type_current_liabilities,l10n_dz_pcg_chart_template,True
pcg_44552,Obligations cautionnées (au profit des Douanes),44552,data_account_type_current_liabilities,l10n_dz_pcg_chart_template,True
pcg_44562,TVA récupérable sur immobilisations,44562,data_account_type_current_assets,l10n_dz_pcg_chart_template,False
pcg_44563,TVA transférée par d'autres entreprises,44563,data_account_type_current_assets,l10n_dz_pcg_chart_template,True
pcg_44566,TVA récupérable sur achats de stocks et de services,44566,data_account_type_current_assets,l10n_dz_pcg_chart_template,False
pcg_44568,Crédit de TVA à reporter (Précompte),44568,data_account_type_current_assets,l10n_dz_pcg_chart_template,True
pcg_44571,TVA collectée sur Ventes – (livraisons juridiques ou matérielles),44571,data_account_type_current_liabilities,l10n_dz_pcg_chart_template,False
pcg_44572,TVA collectée sur les encaissements,44572,data_account_type_current_liabilities,l10n_dz_pcg_chart_template,False
pcg_44575,Droits de timbre perçus au profit du Trésor,44575,data_account_type_current_liabilities,l10n_dz_pcg_chart_template,False
pcg_44583,Remboursement de TVA demandé,44583,data_account_type_current_assets,l10n_dz_pcg_chart_template,True
pcg_44584,TVA récupérée d’avance ou en attente de régularisation,44584,data_account_type_current_liabilities,l10n_dz_pcg_chart_template,True
pcg_44586,TVA sur factures d’achats non parvenues,44586,data_account_type_current_assets,l10n_dz_pcg_chart_template,True
pcg_44587,TVA sur factures de ventes ou de prestations à établir,44587,data_account_type_current_liabilities,l10n_dz_pcg_chart_template,True
pcg_4461,Fonds de solidarité internationale,4461,data_account_type_current_liabilities,l10n_dz_pcg_chart_template,True
pcg_4462,Subventions d’organismes étrangers,4462,data_account_type_current_liabilities,l10n_dz_pcg_chart_template,True
pcg_4471,Taxe sur l’activité professionnelle – TAP à payer (sur G.50),4471,data_account_type_current_liabilities,l10n_dz_pcg_chart_template,True
pcg_4472,Taxe sur l’apprentissage et la formation professionnelle,4472,data_account_type_current_liabilities,l10n_dz_pcg_chart_template,True
pcg_4473,Taxe sur l’environnement – (Écotaxe),4473,data_account_type_current_liabilities,l10n_dz_pcg_chart_template,True
pcg_4474,Droits d’enregistrement à payer,4474,data_account_type_current_liabilities,l10n_dz_pcg_chart_template,True
pcg_4475,Taxe foncière à payer,4475,data_account_type_current_liabilities,l10n_dz_pcg_chart_template,True
pcg_4476,Taxes spéciales (ou spécifiques) à payer,4476,data_account_type_current_liabilities,l10n_dz_pcg_chart_template,True
pcg_4478,"Autres droits, impôts et taxes à payer",4478,data_account_type_current_liabilities,l10n_dz_pcg_chart_template,True
pcg_4482,Etat – charges à payer : Charges fiscales sur congés à payer,4482,data_account_type_current_liabilities,l10n_dz_pcg_chart_template,True
